Name,P-value,corrected pvalue,ASTb-Mean(%),ASTb-Sd(%),ASCK-Mean(%),ASCK-Sd(%),KDTb-Mean(%),KDTb-Sd(%),KDCK-Mean(%),KDCK-Sd(%),XBTb-Mean(%),XBTb-Sd(%),XBCK-Mean(%),XBCK-Sd(%),XYTb-Mean(%),XYTb-Sd(%),XYCK-Mean(%),XYCK-Sd(%)
"4.1.2.13","0.02457","0.04779","0.1499","0.0034","0.1516","0.0061","0.1529","0.0025","0.1507","0.0015","0.1497","0.003","0.1558","0.0044","0.1451","0.0038","0.1547","0.0008"
"2.1.1.80","0.006018","0.02211","0.1423","0.0114","0.158","0.0118","0.1406","0.0097","0.1722","0.0101","0.1311","0.0098","0.168","0.0085","0.1407","0.0218","0.1574","0.0009"
"3.2.2.23","0.0141","0.03304","0.1515","0.0042","0.1461","0.0051","0.1522","0.0144","0.1495","0.0069","0.1631","0.0087","0.137","0.0059","0.1557","0.0144","0.1436","0.0013"
"3.4.21.53","0.6785","0.6887","0.1482","0.0136","0.1518","0.0143","0.1539","0.0091","0.157","0.01","0.1452","0.0111","0.15","0.0089","0.138","0.0128","0.1495","0.0016"
"3.6.1.66","0.004165","0.01921","0.1508","0.0045","0.1483","0.0052","0.1536","0.0101","0.141","0.0013","0.1578","0.004","0.1414","0.0037","0.1545","0.0111","0.1405","0.0012"
"1.20.4.1","0.001691","0.01834","0.1413","0.0056","0.1536","0.002","0.1389","0.0063","0.1614","0.0022","0.1348","0.0034","0.1578","0.0037","0.1416","0.0119","0.1573","0.0004"
"1.8.4.11","0.002383","0.01834","0.1427","0.0044","0.1509","0.0057","0.1432","0.0091","0.15","0.0049","0.1349","0.0025","0.1641","0.0004","0.1389","0.0132","0.1586","0.0007"
"2.7.8.5","0.05233","0.08058","0.1528","0.0157","0.1481","0.0151","0.1564","0.0178","0.1364","0.0115","0.1664","0.0107","0.1347","0.0127","0.1494","0.0146","0.1381","0.0022"
"2.5.1.15","0.003886","0.01878","0.1503","0.0078","0.1487","0.0037","0.1524","0.0146","0.1382","0.0024","0.1598","0.0037","0.1387","0.0029","0.1521","0.0141","0.1398","0.0013"
"2.3.1.1","0.185","0.2182","0.1514","0.0057","0.1458","0.0121","0.1493","0.007","0.1385","0.0045","0.1534","0.0069","0.1424","0.0085","0.1493","0.0096","0.1431","0.001"
"1.1.5.3","0.00263","0.01834","0.1496","0.0038","0.1435","0.0054","0.1492","0.0065","0.1372","0.0031","0.1557","0.003","0.1376","0.0034","0.1569","0.0164","0.1425","0.0009"
"4.1.1.44","0.4382","0.4592","0.1398","0.0154","0.146","0.0221","0.1426","0.0057","0.1483","0.0135","0.1353","0.0149","0.1551","0.018","0.1514","0.0049","0.1537","0.0042"
"2.10.1.1","0.008065","0.02447","0.1447","0.0028","0.1503","0.003","0.1459","0.001","0.1495","0.0018","0.1435","0.0021","0.1453","0.0019","0.1435","0.0027","0.1475","0.0004"
"2.5.1.1","0.007366","0.02348","0.1467","0.0029","0.1434","0.0019","0.1448","0.0052","0.1426","0.0026","0.1519","0.0046","0.1399","0.0005","0.1549","0.0165","0.145","0.0003"
"2.5.1.10","0.007366","0.02348","0.1467","0.0029","0.1434","0.0019","0.1448","0.0052","0.1426","0.0026","0.1519","0.0046","0.1399","0.0005","0.1549","0.0165","0.145","0.0003"
"1.3.99.16","0.002898","0.01834","0.1306","0.015","0.1421","0.0066","0.1443","0.025","0.1612","0.0081","0.1155","0.0166","0.1819","0.0101","0.1266","0.0391","0.1656","0.003"
"3.4.11.1","0.2316","0.2625","0.1439","0.003","0.1509","0.0056","0.1445","0.003","0.1459","0.0043","0.1464","0.0042","0.1407","0.0032","0.1472","0.0074","0.1459","0.0007"
"3.5.1.5","0.4187","0.4415","0.1437","0.0188","0.1432","0.026","0.1355","0.007","0.1443","0.0143","0.1478","0.0154","0.1346","0.0133","0.1669","0.0257","0.1488","0.0028"
"5.4.2.8","0.00356","0.01868","0.1495","0.0081","0.1453","0.0076","0.1518","0.0152","0.1321","0.0046","0.1632","0.0036","0.1305","0.0036","0.1547","0.0205","0.1337","0.0003"
"2.1.1.297","0.002217","0.01834","0.1512","0.0059","0.1434","0.0035","0.153","0.0117","0.1352","0.0024","0.1602","0.0051","0.132","0.0017","0.1521","0.0148","0.133","0.0008"
"1.7.99.4","0.00229","0.01834","0.1545","0.0034","0.1363","0.0063","0.1524","0.0126","0.1227","0.01","0.1803","0.0236","0.121","0.002","0.1595","0.0363","0.1323","0.0029"
"2.7.7.13","0.4189","0.4415","0.1457","0.0037","0.1442","0.014","0.1441","0.0079","0.1458","0.0053","0.1437","0.005","0.1418","0.003","0.1374","0.0057","0.1391","0.001"
"3.2.1.20","0.1537","0.1865","0.1386","0.0143","0.1335","0.0309","0.1357","0.0148","0.1294","0.0063","0.1412","0.0105","0.1516","0.0079","0.1576","0.0212","0.1536","0.0003"
"3.4.21.107","0.001452","0.01834","0.1256","0.0031","0.1536","0.0077","0.1251","0.0175","0.1798","0.0077","0.1075","0.0105","0.1632","0.0075","0.1207","0.0386","0.1625","0.0011"
"3.1.1.61","0.003048","0.01834","0.1317","0.0094","0.1477","0.0099","0.1311","0.0108","0.16","0.0071","0.1194","0.01","0.1607","0.0078","0.1346","0.0214","0.1502","0.0008"
"3.6.3.21","0.012","0.02984","0.1557","0.0157","0.1249","0.0165","0.1469","0.0063","0.1183","0.0057","0.1565","0.0172","0.1333","0.0129","0.1637","0.0161","0.1344","0.004"
"5.4.3.8","0.001253","0.01834","0.147","0.0075","0.1386","0.0038","0.1493","0.0082","0.1428","0.0025","0.1557","0.0076","0.1308","0.0021","0.1371","0.004","0.1315","0.002"
"6.3.5.2","0.1729","0.2064","0.1399","0.0074","0.145","0.0093","0.1437","0.0045","0.1405","0.0007","0.1381","0.0046","0.1422","0.0012","0.1299","0.0102","0.1404","0.0001"
"2.3.1.12","0.005079","0.02038","0.1476","0.0073","0.1402","0.0109","0.1435","0.0128","0.1258","0.0088","0.1565","0.0074","0.1235","0.0056","0.1513","0.02","0.1295","0.0008"
"5.3.1.8","0.001706","0.01834","0.1348","0.0031","0.1407","0.0027","0.1344","0.0035","0.1433","0.0021","0.1293","0.0058","0.1446","0.0027","0.1365","0.0042","0.1473","0.0011"
"2.8.1.1","0.008457","0.02509","0.1456","0.0045","0.1358","0.0126","0.1457","0.0039","0.1268","0.0088","0.1515","0.0066","0.124","0.0074","0.1447","0.0143","0.1267","0.0025"
"1.8.4.12","0.003017","0.01834","0.1329","0.001","0.1425","0.0073","0.135","0.0058","0.1386","0.0042","0.1262","0.0042","0.1481","0.0021","0.129","0.0108","0.1451","0.0006"
"1.1.1.25","0.007563","0.02364","0.1349","0.0023","0.139","0.0056","0.136","0.0027","0.1401","0.002","0.1325","0.0032","0.1401","0.001","0.1293","0.009","0.1385","0.0006"
"2.1.1.77","0.01455","0.03371","0.1274","0.0077","0.1414","0.0042","0.1338","0.0169","0.1484","0.0024","0.1181","0.0105","0.144","0.0092","0.1295","0.0095","0.1448","0.0018"
"2.8.1.2","0.00706","0.02293","0.1442","0.0045","0.1337","0.0133","0.1439","0.0052","0.1218","0.0091","0.1504","0.0069","0.1217","0.0072","0.1422","0.0153","0.1244","0.0025"
"1.1.3.15","0.2679","0.2965","0.1334","0.0047","0.1356","0.0058","0.1359","0.0101","0.1338","0.0043","0.1407","0.0041","0.131","0.0034","0.1377","0.013","0.1323","0.0005"
"3.4.21.102","0.008375","0.02501","0.1285","0.0059","0.142","0.0147","0.1274","0.0144","0.1568","0.0121","0.1167","0.0123","0.1497","0.0097","0.1118","0.0305","0.1417","0.0027"
"2.1.1.176","0.003533","0.01868","0.1307","0.0005","0.1421","0.0055","0.1324","0.0048","0.1379","0.004","0.1256","0.0047","0.14","0.0023","0.1286","0.0103","0.137","0.0003"
"5.4.99.23","0.3227","0.3484","0.1401","0.0096","0.1358","0.0112","0.1307","0.0014","0.1303","0.004","0.1411","0.0087","0.1314","0.0047","0.1288","0.0083","0.1293","0.0014"
"3.1.3.48","0.001867","0.01834","0.1456","0.0097","0.1269","0.0037","0.1375","0.0093","0.1185","0.003","0.1496","0.0094","0.1195","0.0022","0.1481","0.0112","0.1215","0.0005"
"1.17.1.8","0.07917","0.1107","0.1344","0.0027","0.1395","0.0084","0.1329","0.003","0.1366","0.0046","0.1319","0.0058","0.1279","0.0014","0.1336","0.0103","0.128","0.0006"
"3.5.4.16","0.003438","0.01868","0.1295","0.0045","0.1368","0.0058","0.1333","0.0004","0.1365","0.001","0.1304","0.0022","0.1369","0.0008","0.1258","0.005","0.1351","0.0003"
"3.4.23.43","0.004204","0.01925","0.1274","0.0007","0.1343","0.0068","0.1273","0.001","0.1449","0.0055","0.1246","0.0025","0.1391","0.0056","0.128","0.0094","0.1386","0.0009"
"1.1.1.363","0.1272","0.1591","0.1337","0.0112","0.1261","0.0102","0.1327","0.0101","0.1246","0.0029","0.1352","0.0057","0.1308","0.0022","0.1393","0.0041","0.1319","0.0006"
"1.1.1.49","0.1272","0.1591","0.1337","0.0112","0.1261","0.0102","0.1327","0.0101","0.1246","0.0029","0.1352","0.0057","0.1308","0.0022","0.1393","0.0041","0.1319","0.0006"
"1.2.1.11","0.002013","0.01834","0.1235","0.0022","0.1362","0.0064","0.1253","0.0008","0.1505","0.0053","0.1211","0.0031","0.137","0.006","0.1223","0.01","0.1376","0.001"
"2.7.1.33","0.004629","0.01984","0.1338","0.0028","0.1318","0.0027","0.1316","0.0083","0.1296","0.0027","0.1399","0.0051","0.122","0.0019","0.1359","0.0118","0.1257","0.0005"
"2.6.1.85","0.03807","0.06472","0.1341","0.0054","0.1285","0.0092","0.131","0.0118","0.1227","0.0075","0.143","0.0068","0.1232","0.006","0.1396","0.0175","0.1269","0.0014"
"2.3.1.16","0.001864","0.01834","0.1428","0.0079","0.1249","0.0066","0.1395","0.0137","0.1069","0.0023","0.1497","0.005","0.1192","0.0012","0.1426","0.0156","0.1173","0.0014"
"4.1.99.12","0.003149","0.01834","0.132","0.0036","0.1298","0.0025","0.1347","0.0089","0.1274","0.0024","0.1407","0.0051","0.1229","0.0022","0.1322","0.0072","0.1227","0.0011"
"2.3.1.39","0.2313","0.2625","0.1299","0.0012","0.1319","0.0046","0.1273","0.0012","0.1336","0.0014","0.128","0.0054","0.13","0.0003","0.1287","0.0051","0.1294","0.0001"
"1.1.1.343","0.06606","0.09761","0.1307","0.0047","0.123","0.01","0.1304","0.0086","0.1141","0.0022","0.1359","0.0058","0.1256","0.0077","0.1381","0.0103","0.1292","0.0005"
"1.1.1.44","0.06606","0.09761","0.1307","0.0047","0.123","0.01","0.1304","0.0086","0.1141","0.0022","0.1359","0.0058","0.1256","0.0077","0.1381","0.0103","0.1292","0.0005"
"2.1.1.13","0.2716","0.3","0.1264","0.0031","0.133","0.0093","0.1278","0.0035","0.1326","0.0048","0.1223","0.0054","0.1299","0.0055","0.1231","0.0095","0.1271","0.0017"
"3.6.3.54","0.3397","0.3646","0.1279","0.0053","0.1307","0.0057","0.127","0.0034","0.1299","0.0008","0.128","0.0034","0.1269","0.0015","0.1247","0.0037","0.125","0.0011"
"5.3.1.9","0.008438","0.02509","0.1313","0.007","0.1298","0.0069","0.1299","0.0046","0.1291","0.0047","0.1334","0.005","0.1199","0.0026","0.124","0.0032","0.1225","0.0015"
"5.3.1.6","0.01687","0.03716","0.1313","0.0063","0.1292","0.0068","0.1326","0.0032","0.125","0.0018","0.1321","0.0049","0.1234","0.0016","0.1247","0.0012","0.1202","0.0014"
"4.1.1.20","0.009318","0.02601","0.1301","0.0049","0.1247","0.005","0.1287","0.0034","0.1235","0.0032","0.1345","0.0032","0.1223","0.0016","0.1307","0.0051","0.1221","0.0012"
"6.1.1.7","0.396","0.42","0.1253","0.0083","0.1302","0.0122","0.1249","0.005","0.1347","0.0083","0.1256","0.007","0.1264","0.0094","0.1172","0.0076","0.1267","0.0015"
"2.5.1.7","0.004668","0.01988","0.1313","0.0039","0.1244","0.0042","0.1243","0.0051","0.1226","0.003","0.1364","0.0064","0.1182","0.0021","0.1295","0.0089","0.1228","0.0006"
"2.7.2.4","0.1711","0.2047","0.1291","0.007","0.1295","0.0076","0.1265","0.0013","0.1252","0.0036","0.1283","0.0065","0.1278","0.0018","0.1196","0.006","0.1218","0.0017"
"1.3.1.10","0.004433","0.01956","0.1187","0.0032","0.1333","0.007","0.1235","0.0062","0.1344","0.0045","0.1145","0.0058","0.1345","0.0043","0.1141","0.0125","0.1337","0.0012"
"2.1.2.1","0.01906","0.04053","0.126","0.003","0.1248","0.0031","0.1243","0.0059","0.1232","0.0026","0.1315","0.0038","0.12","0.002","0.1308","0.0106","0.1222","0.0007"
"3.4.11.9","0.1626","0.1962","0.1222","0.0078","0.1302","0.0119","0.1238","0.008","0.1353","0.0089","0.1182","0.0086","0.1288","0.0082","0.1159","0.0089","0.127","0.0025"
"2.1.2.9","0.1527","0.1854","0.1234","0.0053","0.127","0.0052","0.1252","0.0012","0.1272","0.0027","0.1254","0.0029","0.1265","0.0005","0.1203","0.0041","0.1243","0.0007"
"2.1.2.2","0.1912","0.2242","0.1248","0.0027","0.129","0.0064","0.1237","0.001","0.1286","0.0011","0.122","0.005","0.1246","0.0011","0.1236","0.0056","0.1221","0.001"
"2.1.2.10","0.1753","0.209","0.1205","0.0072","0.1295","0.0124","0.1238","0.007","0.1335","0.0075","0.1199","0.0072","0.127","0.009","0.1156","0.0076","0.1257","0.0016"
"1.1.1.85","0.00135","0.01834","0.1193","0.0043","0.1269","0.0023","0.123","0.0027","0.1313","0.0005","0.1192","0.0028","0.1306","0.001","0.1149","0.0072","0.1288","0.0001"
"3.5.2.6","0.009381","0.02601","0.1163","0.0128","0.1209","0.0165","0.1161","0.0098","0.1245","0.0052","0.109","0.0118","0.1403","0.0032","0.1303","0.0038","0.1337","0.0002"
"1.2.1.12","0.009938","0.02661","0.1262","0.0071","0.1242","0.0058","0.1278","0.0028","0.1202","0.0026","0.1318","0.0063","0.1222","0.0015","0.1178","0.0035","0.1172","0.0014"
"1.1.1.22","0.07604","0.108","0.1246","0.0033","0.1279","0.007","0.1206","0.0025","0.1274","0.0013","0.1206","0.0057","0.1227","0.0019","0.1181","0.004","0.1249","0.0006"
"2.7.6.1","0.1178","0.1487","0.1231","0.0065","0.1276","0.0079","0.123","0.0036","0.1258","0.0015","0.1234","0.0052","0.1213","0.0015","0.1163","0.0033","0.1227","0.0008"
"2.2.1.2","0.6204","0.6323","0.1224","0.0057","0.126","0.007","0.1244","0.0044","0.1251","0.005","0.1235","0.0052","0.1212","0.0059","0.1185","0.0019","0.1214","0.0018"
"6.1.1.2","0.08692","0.1181","0.1237","0.0021","0.1229","0.0026","0.1204","0.0061","0.123","0.0039","0.1261","0.0023","0.118","0.0023","0.1264","0.0115","0.1208","0.001"
"2.4.1.83","0.241","0.2708","0.123","0.0081","0.1236","0.0024","0.1252","0.0066","0.1245","0.0043","0.1261","0.005","0.1222","0.0044","0.1171","0.0024","0.1194","0.0011"
"4.2.1.51","0.01719","0.03765","0.1203","0.0054","0.1248","0.0048","0.1223","0.0014","0.1263","0.003","0.1193","0.0028","0.1233","0.0006","0.1155","0.0058","0.1217","0.0002"
"3.6.3.27","0.07134","0.1033","0.1217","0.0061","0.1231","0.0074","0.1243","0.0038","0.1257","0.0039","0.1235","0.0038","0.1185","0.0013","0.1164","0.0024","0.1196","0.0004"
"6.3.2.6","0.001526","0.01834","0.1169","0.0039","0.1264","0.0032","0.1208","0.0002","0.1287","0.0021","0.1178","0.0023","0.1238","0.0004","0.115","0.0062","0.1224","0.0007"
"3.3.1.1","0.04054","0.06687","0.1219","0.0061","0.1232","0.0043","0.1227","0.0053","0.1219","0.0027","0.125","0.0032","0.1153","0.0028","0.121","0.006","0.1181","0.0011"
"4.2.1.10","0.006046","0.02211","0.1187","0.0038","0.1238","0.0049","0.1201","0.002","0.1257","0.0019","0.1175","0.0025","0.1238","0.0007","0.1162","0.006","0.1226","0.0003"
"4.2.1.3","0.47","0.4898","0.1218","0.0049","0.1231","0.0074","0.1223","0.001","0.1209","0.0017","0.1203","0.0044","0.1209","0.002","0.1171","0.0045","0.1177","0.001"
"2.7.4.3","0.004806","0.01997","0.1167","0.0057","0.1235","0.0038","0.119","0.0012","0.1257","0.0021","0.1173","0.003","0.1224","0.0011","0.1134","0.0051","0.121","0.0005"
"5.1.3.1","0.06768","0.09913","0.1174","0.006","0.1226","0.0043","0.1208","0.0014","0.1243","0.0022","0.1196","0.0027","0.1209","0.001","0.1123","0.0048","0.1202","0.0004"
"1.17.1.2","0.02865","0.05213","0.117","0.0011","0.1214","0.0022","0.1175","0.0022","0.1216","0.0021","0.1191","0.0021","0.1198","0.0009","0.1176","0.0022","0.1217","0.0002"
"2.7.7.24","0.01921","0.04078","0.1186","0.0029","0.1208","0.0041","0.1194","0.0025","0.1221","0.003","0.1184","0.0032","0.1241","0.0007","0.1112","0.0044","0.12","0.0008"
"3.1.3.5","0.03454","0.05976","0.1276","0.0114","0.1202","0.0183","0.1308","0.006","0.1059","0.0032","0.1284","0.0056","0.1199","0.0062","0.111","0.0087","0.1096","0.0005"
"2.7.1.69","0.2576","0.2865","0.1263","0.008","0.1172","0.0103","0.1084","0.0095","0.1151","0.0035","0.1198","0.0117","0.1162","0.0073","0.1247","0.0121","0.1246","0.0021"
"5.3.3.18","0.09583","0.127","0.1247","0.0082","0.1223","0.0168","0.1266","0.0057","0.1121","0.0103","0.1253","0.0048","0.1106","0.0112","0.119","0.0037","0.1116","0.0023"
"3.1.3.7","0.01889","0.0403","0.1201","0.002","0.124","0.0079","0.1143","0.0024","0.1222","0.0029","0.1212","0.0027","0.1124","0.0026","0.12","0.0075","0.1178","0.0002"
"1.1.1.35","0.04239","0.06889","0.1148","0.005","0.1218","0.0027","0.123","0.0124","0.1226","0.0039","0.1043","0.0106","0.1285","0.0055","0.111","0.0206","0.1212","0.0008"
"6.1.1.19","0.01787","0.03873","0.1217","0.0032","0.1193","0.0057","0.1181","0.0031","0.1185","0.0032","0.1227","0.0025","0.113","0.0026","0.1174","0.0023","0.1164","0.0007"
"2.7.6.5","0.004315","0.01944","0.1243","0.0068","0.1196","0.0065","0.119","0.0073","0.1162","0.0022","0.128","0.0068","0.1076","0.0018","0.1228","0.0048","0.1095","0.0013"
"2.5.1.78","0.002356","0.01834","0.1146","0.005","0.1219","0.0039","0.1178","0.0013","0.1249","0.0023","0.1144","0.0027","0.1211","0.0009","0.111","0.0052","0.1198","0.0006"
"4.2.1.59","0.001448","0.01834","0.1022","0.0071","0.1275","0.0042","0.1069","0.0221","0.1444","0.0041","0.0883","0.0101","0.1409","0.0041","0.0954","0.0287","0.1372","0.0018"
"1.1.1.193","0.0487","0.07631","0.1184","0.0051","0.1195","0.0051","0.1185","0.0029","0.1192","0.003","0.1205","0.0018","0.1126","0.0026","0.1156","0.0025","0.1148","0.0009"
"2.1.1.163","0.02703","0.05036","0.1148","0.006","0.1239","0.0068","0.1161","0.0029","0.1229","0.0013","0.1158","0.0041","0.1166","0.0018","0.1094","0.003","0.1186","0.0007"
"2.1.1.198","0.2084","0.241","0.1168","0.0054","0.1219","0.0074","0.1174","0.0012","0.1196","0.0024","0.1158","0.0049","0.1194","0.0019","0.1119","0.0044","0.1153","0.0016"
"2.1.1.201","0.02703","0.05036","0.1148","0.006","0.1239","0.0068","0.1161","0.0029","0.1229","0.0013","0.1158","0.0041","0.1166","0.0018","0.1094","0.003","0.1186","0.0007"
"1.1.1.169","0.2869","0.3139","0.1186","0.0099","0.1131","0.0148","0.1181","0.0115","0.1102","0.0039","0.1099","0.0085","0.1237","0.0102","0.1227","0.008","0.1201","0.0028"
"3.1.3.11","0.08852","0.1195","0.1162","0.0029","0.1195","0.0048","0.1184","0.002","0.1186","0.0007","0.1172","0.0024","0.118","0.001","0.1114","0.0041","0.1158","0.0005"
"2.6.1.11","0.001699","0.01834","0.1122","0.0018","0.1194","0.0028","0.1138","0.0003","0.1227","0.0014","0.1108","0.0028","0.1192","0.0003","0.1107","0.0044","0.1184","0.0004"
"6.5.1.2","0.09399","0.1251","0.1163","0.0057","0.119","0.0041","0.1162","0.0045","0.1197","0.0023","0.1182","0.0048","0.1117","0.0027","0.1125","0.0015","0.1128","0.0012"
"6.1.1.16","0.1772","0.211","0.1167","0.0048","0.1179","0.0055","0.1161","0.0035","0.1185","0.0023","0.1188","0.004","0.1131","0.0024","0.1117","0.0022","0.1132","0.0013"
"6.1.1.9","0.1786","0.2123","0.1157","0.0046","0.1181","0.005","0.1137","0.0028","0.1186","0.0043","0.1173","0.0035","0.1117","0.0027","0.1137","0.0022","0.1146","0.0009"
"1.1.1.94","0.1107","0.1416","0.1141","0.0029","0.1198","0.0049","0.1131","0.0025","0.1199","0.0017","0.1138","0.0037","0.113","0.0019","0.1138","0.0044","0.1131","0.0005"
"6.1.1.15","0.09608","0.1272","0.1177","0.0062","0.1181","0.0066","0.116","0.0024","0.1165","0.003","0.1181","0.0048","0.1114","0.0026","0.1097","0.004","0.1117","0.0009"
"2.7.1.40","0.2239","0.2568","0.1159","0.0043","0.1174","0.0064","0.115","0.0017","0.1178","0.0032","0.1158","0.0033","0.1137","0.0024","0.1108","0.004","0.1127","0.0011"
"6.1.1.3","0.1544","0.1872","0.1168","0.0045","0.1169","0.0063","0.1151","0.0024","0.117","0.0034","0.1172","0.0045","0.1121","0.0025","0.1117","0.0031","0.112","0.001"
"6.3.2.10","0.05137","0.07933","0.1146","0.0062","0.1188","0.0051","0.1159","0.0039","0.1189","0.0025","0.1163","0.0042","0.1109","0.0024","0.1094","0.0006","0.1122","0.0013"
"4.1.3.34","0.07529","0.1072","0.1184","0.0077","0.1118","0.0101","0.1177","0.004","0.0979","0.0116","0.1217","0.0106","0.1068","0.011","0.1303","0.0181","0.1119","0.0024"
"2.5.1.6","0.0914","0.1225","0.1143","0.0059","0.1175","0.0056","0.1156","0.0026","0.1183","0.002","0.1164","0.0034","0.1121","0.0023","0.109","0.0024","0.1121","0.0008"
"3.4.21.88","0.09627","0.1273","0.1119","0.0056","0.1156","0.0058","0.1135","0.0028","0.1205","0.0033","0.1133","0.0021","0.1137","0.0014","0.1095","0.0013","0.1147","0.0001"
"1.5.1.5","0.1011","0.1318","0.1153","0.0045","0.1166","0.0063","0.1144","0.003","0.1165","0.0031","0.116","0.0029","0.1116","0.0023","0.1094","0.0025","0.1111","0.001"
"3.5.4.9","0.1011","0.1318","0.1153","0.0045","0.1166","0.0063","0.1144","0.003","0.1165","0.0031","0.116","0.0029","0.1116","0.0023","0.1094","0.0025","0.1111","0.001"
"3.1.1.31","0.005351","0.02096","0.1103","0.0034","0.1119","0.0065","0.1152","0.0051","0.1072","0.0037","0.1064","0.0032","0.1256","0.0031","0.1128","0.0061","0.1206","0.0004"
"2.1.1.192","0.2923","0.3193","0.1142","0.0062","0.117","0.0064","0.1134","0.0024","0.117","0.0031","0.1151","0.0043","0.1118","0.0028","0.1087","0.0038","0.1119","0.001"
"2.7.1.23","0.1483","0.1806","0.1149","0.0062","0.1165","0.0062","0.113","0.0034","0.1156","0.003","0.1175","0.0048","0.1101","0.0026","0.1103","0.001","0.1107","0.001"
"6.3.4.4","0.02997","0.05389","0.1149","0.0045","0.1164","0.0056","0.1137","0.0028","0.1158","0.0025","0.1168","0.002","0.1106","0.0025","0.1097","0.0018","0.1106","0.001"
"1.1.1.3","0.09187","0.1231","0.1138","0.0053","0.1175","0.006","0.1137","0.0011","0.1164","0.0018","0.1136","0.0039","0.114","0.0024","0.1081","0.0033","0.1111","0.0013"
"3.5.1.42","0.06294","0.0938","0.1144","0.0068","0.1174","0.0065","0.1152","0.0025","0.1161","0.0032","0.1155","0.0032","0.1108","0.0026","0.1073","0.0037","0.1106","0.001"
